text,created_at,Unique Identifier
From my first day in office weƒ??ve taken swift action to lift the crushing restrictions on American energy. Remarksƒ?? https://t.co/VBoEubD59k,6/28/2017,54
Tomorrow the House votes on #KatesLaw &amp; No Sanctuary For Criminals Act. Lawmakers must vote to put American safetyƒ?? https://t.co/p3vd8IXXaD,6/29/2017,54
New Sugar deal negotiated with Mexico is a very good one for both Mexico and the U.S. Had no deal for many years which hurt U.S. badly.,6/29/2017,54
I heard poorly rated @Morning_Joe speaks badly of me (don't watch anymore). Then how come low I.Q. Crazy Mika along with Psycho Joe came..,6/29/2017,54
...to Mar-a-Lago 3 nights in a row around New Year's Eve and insisted on joining me. She was bleeding badly from a face-lift. I said no!,6/29/2017,54
Today the House votes on two crucial bills:ƒ??‹?#NoSanctuaryForCriminalsAct ƒ??‹?#KatesLaw ƒ??‹?Pass these bills &amp; letsƒ?? https://t.co/4N2c0oxMve,6/29/2017,54
MAKE AMERICA SAFE AGAIN!#NoSanctuaryForCriminalsAct #KatesLaw #SaveAmericanLives https://t.co/jbN4hPjqjS,6/29/2017,54
Join me LIVE with @VP @SecretaryPerry @SecretaryZinke and @EPAScottPruitt. #UnleashingAmericanEnergyhttps://t.co/hlM7F2BQD9,6/29/2017,54
Mattis Says Trumpƒ??s Warning Stopped Chemical Weapons Attack In Syria https://t.co/XL9LLNKh8i,6/29/2017,54
Good news House just passed #KatesLaw. Hopefully Senate will follow.,6/29/2017,54
Good news out of the House with the passing of 'No Sanctuary for Criminals Act.' Hopefully Senate will follow.,6/29/2017,54
Statement on House Passage of Kateƒ??s Law and No Sanctuary for Criminals Act. https://t.co/uPRy9XgK5A,6/29/2017,54
When it comes to the future of Americaƒ??s energy needs we will FIND IT we will DREAM IT and we will BUILD IT.ƒ?? https://t.co/m0HmPbUZ6C,6/29/2017,54
Our new American Energy Policy will unlock MILLIONS of jobs &amp; TRILLIONS in wealth. We are on the cusp of a true eneƒ?? https://t.co/w5Y7UXZSSD,6/29/2017,54
Just finished a very good meeting with the President of South Korea. Many subjects discussed including North Korea and new trade deal!,6/30/2017,54
If Republican Senators are unable to pass what they are working on now they should immediately REPEAL and then REPLACE at a later date!,6/30/2017,54
Crime and killings in Chicago have reached such epidemic proportions that I am sending in Federal help. 1714 shootings in Chicago this year!,6/30/2017,54
Watched low rated @Morning_Joe for first time in long time. FAKE NEWS. He called me to stop a National Enquirer article. I said no! Bad show,6/30/2017,54
I am encouraged by President Moon's assurances that he will work to level the playing field for American workers bƒ?? https://t.co/DUZh6aMjJS,6/30/2017,54
The era of strategic patience with the North Korea regime has failed. That patience is over. We are working closelyƒ?? https://t.co/MxN04V2Yn4,6/30/2017,54
America will THINK BIG once again. We will inspire millions of children to carry on the proud tradition of Americanƒ?? https://t.co/hZCMp5cSJc,6/30/2017,54
Happy Canada Day to all of the great people of Canada and to your Prime Minister and my new found friend @JustinTrudeau. #Canada150,7/1/2017,55
Word is that @Greta Van Susteren was let go by her out of control bosses at @NBC &amp; @Comcast because she refused to go along w/ 'Trump hate!',7/1/2017,55
Numerous states are refusing to give information to the very distinguished VOTER FRAUD PANEL. What are they trying to hide?,7/1/2017,55
I am extremely pleased to see that @CNN has finally been exposed as #FakeNews and garbage journalism. It's about time!,7/1/2017,55
Crazy Joe Scarborough and dumb as a rock Mika are not bad people but their low rated show is dominated by their NBC bosses. Too bad!,7/1/2017,55
Weekly Address???§???? #KatesLaw#NoSanctuaryForCriminalsActStatement: https://t.co/I8cqKGDK2B https://t.co/00mao6Vk7R,7/1/2017,55
Getting rdy to leave for tonight's Celebrate Freedom Concert honoring our GREAT VETERANS w/ so many of my evangelicƒ?? https://t.co/shfTAoMJry,7/1/2017,55
The FAKE &amp; FRAUDULENT NEWS MEDIA is working hard to convince Republicans and others I should not use social media - but remember I won....,7/1/2017,55
....the 2016 election with interviews speeches and social media. I had to beat #FakeNews and did. We will continue to WIN!,7/1/2017,55
I am thinking about changing the name #FakeNews CNN to #FraudNewsCNN!,7/1/2017,55
My use of social media is not Presidential - itƒ??s MODERN DAY PRESIDENTIAL. Make America Great Again!,7/1/2017,55
We will always take care of our GREAT VETERANS. You have shed your blood poured your love and bared your soul inƒ?? https://t.co/bTPuerxLOr,7/2/2017,55
#FraudNewsCNN #FNN https://t.co/WYUnHjjUjg,7/2/2017,55
The dishonest media will NEVER keep us from accomplishing our objectives on behalf of our GREAT AMERICAN PEOPLE!ƒ?? https://t.co/EwnwCeuGMv,7/2/2017,55
Stock Market at all time high unemployment at lowest level in years (wages will start going up) and our base has never been stronger!,7/2/2017,55
America's men &amp; women in uniform is the story of FREEDOM overcoming OPPRESSION the STRONG protecting the WEAK &amp; Gƒ?? https://t.co/LtTpGsP3fC,7/3/2017,55
Will be speaking with Germany and France this morning.,7/3/2017,55
Spoke yesterday with the King of Saudi Arabia about peace in the Middle-East. Interesting things are happening!,7/3/2017,55
Will be speaking with Italy this morning!,7/3/2017,55
At some point the Fake News will be forced to discuss our great jobs numbers strong economy success with ISIS the border &amp; so much else!,7/3/2017,55
If we can help little #CharlieGard as per our friends in the U.K. and the Pope we would be delighted to do so.,7/3/2017,55
RT @Reince: With a strong candidate in @POTUS &amp; @GOP revolutionary data program Republicans carried WI for 1st time in 30 yearshttps://t.ƒ??,7/3/2017,55
Thank you to Shawn Steel for the nice words on @FoxNews.,7/3/2017,55
Really great numbers on jobs &amp; the economy! Things are starting to kick in now and we have just begun! Don't like steel &amp; aluminum dumping!,7/3/2017,55
Dow hit a new intraday all-time high! I wonder whether or not the Fake News Media will so report?,7/3/2017,55
RT @JacobAWohl: @realDonaldTrump When Obama was President the #MSM LOVED talking about stock market rallies! Now they barely mention new aƒ??,7/4/2017,56
North Korea has just launched another missile. Does this guy have anything better to do with his life? Hard to believe that South Korea.....,7/4/2017,56
....and Japan will put up with this much longer. Perhaps China will put a heavy move on North Korea and end this nonsense once and for all!,7/4/2017,56
#HappyIndependenceDay #July4 #USA???§???? https://t.co/NsFslPEFrp,7/4/2017,56
Getting ready to celebrate the 4th of July with a big crowd at the White House. Happy 4th to everyone. Our country will grow and prosper!,7/4/2017,56
Gas prices are the lowest in the U.S. in over ten years! I would like to see them go even lower.,7/4/2017,56
#HappyIndependenceDay #USA???§???? https://t.co/9pfqnRsh1Z,7/5/2017,56
Getting ready to leave for Poland after which I will travel to Germany for the G-20. Will be back on Saturday.,7/5/2017,56
The United States made some of the worst Trade Deals in world history.Why should we continue these deals with countries that do not help us?,7/5/2017,56
Trade between China and North Korea grew almost 40% in the first quarter. So much for China working with us - but we had to give it a try!,7/5/2017,56
Congratulations to the dedicated professionals of the USSS as they celebrate their 152nd anniversary. Thank you! ƒ?­‹?https://t.co/mDhFzDm3ED https://t.co/BcB3wLjILg,7/5/2017,56
On behalf of @FLOTUS Melania and myself thank you Poland!???§???????æ???ñ#ICYMI watch hereƒ?­‹? https://t.co/COpVXnn8YG #POTUSinPoland https://t.co/ylU3wLZV2H,7/6/2017,56
America is proud to stand shoulder-to-shoulder with Poland in the fight to eradicate the evils of terrorism and extremism. #POTUSinPoland https://t.co/MHxRmVvtsh,7/6/2017,56
THE WEST WILL NEVER BE BROKEN. Our values will PREVAIL. Our people will THRIVE and our civilization will TRIUMPH! https://t.co/sozuVgdp5T,7/6/2017,56
A strong Poland is a blessing to the nations of Europe and a strong Europe is a blessing to the West and to the world. https://t.co/vHzPwMtJSm,7/6/2017,56
My experience yesterday in Poland was a great one. Thank you to everyone including the haters for the great reviews of the speech!,7/7/2017,57
After Poland had a great meeting with Chancellor Merkel and then with PM Shinz Abe of Japan &amp; President Moon of South Korea.,7/7/2017,57
Everyone here is talking about why John Podesta refused to give the DNC server to the FBI and the CIA. Disgraceful!,7/7/2017,57
I look forward to all meetings today with world leaders including my meeting with Vladimir Putin. Much to discuss.#G20Summit #USA???§????,7/7/2017,57
I will represent our country well and fight for its interests! Fake News Media will never cover me accurately but who cares! We will #MAGA!,7/7/2017,57
Thank you! ƒ??Trumpƒ??s Defining Speechƒ? WSJ Editorial: https://t.co/YuDgVfRroR https://t.co/T0R4u4IHDJ,7/7/2017,57
Great first day with world leaders at the #G20Summit here in Hamburg Germany. Looking forward to day two! #USA https://t.co/bLKgZKQemw,7/7/2017,57
We will fight the #FakeNews with you! https://t.co/zOMiXTeLJq,7/8/2017,57
The #G20Summit was a wonderful success and carried out beautifully by Chancellor Angela Merkel. Thank you!,7/8/2017,57
Law enforcement &amp; military did a spectacular job in Hamburg. Everybody felt totally safe despite the anarchists. @PolizeiHamburg #G20Summit,7/8/2017,57
Leaving Hamburg for Washington D.C. and the WH. Just left Chinaƒ??s President Xi where we had an excellent meeting on trade &amp; North Korea.,7/8/2017,57
Thank you @SenatorDole very kind! https://t.co/cXrYiK46Qq,7/9/2017,57
The G 20 Summit was a great success for the U.S. - Explained that the U.S. must fix the many bad trade deals it has made. Will get done!,7/9/2017,57
I strongly pressed President Putin twice about Russian meddling in our election. He vehemently denied it. I've already given my opinion.....,7/9/2017,57
...We negotiated a ceasefire in parts of Syria which will save lives. Now it is time to move forward in working constructively with Russia!,7/9/2017,57
Putin &amp; I discussed forming an impenetrable Cyber Security unit    so that election hacking &amp; many other negative things will be guarded..,7/9/2017,57
...and safe. Questions were asked about why the CIA &amp; FBI had to ask the DNC 13 times for their SERVER and were rejected still don't....,7/9/2017,57
...have it. Fake News said 17 intel agencies when actually 4 (had to apologize). Why did Obama do NOTHING when he had info before election?,7/9/2017,57
Sanctions were not discussed at my meeting with President Putin. Nothing will be done until the Ukrainian &amp; Syrian problems are solved!,7/9/2017,57
MAKE AMERICA GREAT AGAIN! https://t.co/NVDVRrWLs4,7/9/2017,57
"For years even as a ""civilian"" I listened as Republicans pushed the Repeal and Replace of ObamaCare. Now they finally have their chance!",7/9/2017,57
Syrian ceasefire seems to be holding. Many lives can be saved. Came out of meeting. Good!,7/9/2017,57
The fact that President Putin and I discussed a Cyber Security unit  doesn't mean I think it can happen. It can't-but a ceasefire can&amp; did!,7/10/2017,58
RT @RealJamesWoods: Only now with a #RealPresident do we see the scope of destruction engineered by #Obama and the #Democrat cabal.  @realDƒ??,7/10/2017,58
RT @foxandfriends: .@carriesheffield: The mainstream media is neglecting their duty to represent the public. They've failed to represent haƒ??,7/10/2017,58
RT @foxandfriends: Report accuses material James Comey leaked to a friend contained top secret information https://t.co/Hkg4cAb6o9,7/10/2017,58
James Comey leaked CLASSIFIED INFORMATION to the media. That is so illegal!,7/10/2017,58
I cannot imagine that Congress would dare to leave Washington without a beautiful new HealthCare bill fully approved and ready to go!,7/10/2017,58
When I left Conference Room for short meetings with Japan and other countries I asked Ivanka to hold seat. Very standard. Angela M agrees!,7/10/2017,58
